record_id,timestamp,event_id,user_id,course_id,course_name,group,gender,ai_accuracy,tpr_gap,fpr_gap,demographic_parity_diff,equalized_odds_diff,fairness_flag,ai_tone,feedback_interpretability,sensitive_topic,comments,y_pred,y_true,y_score
fair_ad4a8311daef,2025-10-08T12:20:22+08:00,evt_b61aef6eb091,S1661,BSDS3003,Blockchain and FinTech Systems,EDU-AI,Non-binary,0.97,0.119,0.007,0.034,0.063,Fair,Encouraging,Partially Clear,No,Potential annotation bias in reflective scoring model.,0,1,0.2282214484772056
fair_484fb3efc97f,2025-10-04T15:02:22+08:00,evt_3c40b0779863,S1205,BSDS3002,Machine Learning Applications,EDU-AI,F,0.74,0.061,0.089,0.166,0.075,Potential Bias,Challenging,Clear,No,Potential annotation bias in reflective scoring model.,0,0,0.23089680054963507
fair_b272a257f9c8,2025-10-06T13:40:22+08:00,evt_05323e8c0514,S1757,BSDS3003,Blockchain and FinTech Systems,EDU-AI+Low,Non-binary,0.85,0.143,0.111,0.128,0.127,Fair,Supportive,Clear,No,Potential annotation bias in reflective scoring model.,1,1,0.8715757635194537
fair_363fbfc18289,2025-09-26T06:46:22+08:00,evt_2589485ea321,S1272,BSDS3002,Machine Learning Applications,Control,F,0.73,0.102,0.05,0.159,0.076,Fair,Encouraging,Opaque,No,AI feedback slightly more lenient for high-achieving students.,1,0,0.7587919042309522
fair_a75d541945b6,2025-10-03T09:56:22+08:00,evt_6baa0826bd5f,S1557,BSDS3002,Machine Learning Applications,EDU-AI+Low,F,0.91,0.108,0.061,0.064,0.084,Potential Bias,Challenging,Clear,Yes,Equalized odds achieved within acceptable range.,1,0,0.849970142215178
fair_9ed4322ee44f,2025-10-09T03:00:22+08:00,evt_d972ba178f1b,S1563,BSDS3003,Blockchain and FinTech Systems,EDU-AI+High,F,0.95,0.05,0.076,0.019,0.063,Potential Bias,Encouraging,Partially Clear,No,,0,1,0.22358927654104097
fair_77f9a716bb6a,2025-10-02T02:54:22+08:00,evt_d36b7e754465,S1352,BSDS3003,Blockchain and FinTech Systems,Control,Prefer not to say,0.94,0.027,0.099,0.142,0.063,Audit Required,Supportive,Clear,No,Equalized odds achieved within acceptable range.,1,1,0.777393225459233
fair_e0fcfda25735,2025-10-09T08:22:22+08:00,evt_628286415b07,S1078,BSDS3001,Data Analytics Foundations,EDU-AI+Low,Non-binary,0.93,0.094,0.116,0.124,0.105,Fair,Challenging,Partially Clear,No,Audit required due to high demographic disparity.,1,1,0.7219617686057062
fair_f69114f94590,2025-10-06T08:07:22+08:00,evt_8083f9efb500,S1227,BSDS3002,Machine Learning Applications,EDU-AI,Prefer not to say,0.82,0.029,0.076,0.142,0.052,Fair,Encouraging,Opaque,No,AI feedback slightly more lenient for high-achieving students.,1,0,0.6728947840180469
fair_080a4dcdd404,2025-09-27T14:28:22+08:00,evt_db475b8da251,S1833,BSDS3001,Data Analytics Foundations,EDU-AI+High,Non-binary,0.86,0.1,0.036,0.17,0.068,Fair,Encouraging,Clear,No,Equalized odds achieved within acceptable range.,1,0,0.8148064601544486
fair_51b26609d79c,2025-09-28T07:09:22+08:00,evt_e4cb26ff122c,S1571,BSDS3003,Blockchain and FinTech Systems,Control,M,0.63,0.002,0.09,0.073,0.046,Fair,Supportive,Clear,No,Detected mild performance disparity between gender groups.,1,0,0.7303269933642276
fair_7fb68f329270,2025-10-08T07:37:22+08:00,evt_06458a69087e,S1012,BSDS3003,Blockchain and FinTech Systems,EDU-AI,M,0.79,0.126,0.003,0.14,0.065,Fair,Challenging,Opaque,No,Detected mild performance disparity between gender groups.,1,1,0.7321253629205933
fair_7bc6fef17f4c,2025-10-06T08:14:22+08:00,evt_446642586749,S1284,BSDS3001,Data Analytics Foundations,Control,F,0.66,0.124,0.039,0.042,0.082,Fair,Challenging,Opaque,No,Potential annotation bias in reflective scoring model.,0,1,0.09870509161001767
fair_a25afd47974d,2025-10-07T07:39:22+08:00,evt_5d004057f7d8,S1500,BSDS3002,Machine Learning Applications,EDU-AI+High,M,0.86,0.018,0.006,0.137,0.012,Audit Required,Critical,Clear,No,,1,1,0.8149869652585494
fair_e4bb580e5d50,2025-10-03T05:22:22+08:00,evt_542b2205f06a,S1826,BSDS3001,Data Analytics Foundations,EDU-AI+Low,M,0.62,0.056,0.106,0.063,0.081,Potential Bias,Neutral,Partially Clear,No,Audit required due to high demographic disparity.,0,0,0.1948774889631109
fair_6a356f0d6afa,2025-10-08T13:46:22+08:00,evt_6396527ebe1c,S1395,BSDS3002,Machine Learning Applications,EDU-AI+Low,F,0.87,0.067,0.047,0.104,0.057,Fair,Encouraging,Partially Clear,No,Detected mild performance disparity between gender groups.,1,0,0.5970123509329444
fair_5b424b3b7f1c,2025-09-30T06:07:22+08:00,evt_b22cb15d7817,S1480,BSDS3002,Machine Learning Applications,EDU-AI+High,M,0.69,0.123,0.052,0.164,0.087,Fair,Encouraging,Clear,No,,1,1,0.5066123302851061
fair_b960cde27b98,2025-10-09T05:48:22+08:00,evt_07769b9de6f8,S1495,BSDS3003,Blockchain and FinTech Systems,EDU-AI+High,F,0.91,0.086,0.032,0.067,0.059,Fair,Neutral,Partially Clear,No,Potential annotation bias in reflective scoring model.,1,1,0.8698670899390079
fair_27d8e745edb0,2025-09-28T06:28:22+08:00,evt_faae5b676449,S1351,BSDS3003,Blockchain and FinTech Systems,EDU-AI,F,0.97,0.069,0.064,0.127,0.067,Fair,Neutral,Partially Clear,No,Equalized odds achieved within acceptable range.,1,1,0.7573793359583266
fair_920bdb5fb939,2025-09-26T09:22:22+08:00,evt_3d43f7bf220b,S1241,BSDS3004,AI and Society,EDU-AI+Low,Prefer not to say,0.74,0.13,0.084,0.044,0.107,Fair,Challenging,Partially Clear,No,Potential annotation bias in reflective scoring model.,0,0,0.3243042538453723
fair_22991eba9680,2025-10-09T12:52:22+08:00,evt_9276e68bc7eb,S1094,BSDS3002,Machine Learning Applications,EDU-AI,F,0.91,0.031,0.068,0.127,0.05,Fair,Challenging,Partially Clear,No,Potential annotation bias in reflective scoring model.,0,0,0.1818385394246443
fair_07e3b9e775e4,2025-10-05T08:04:22+08:00,evt_3279b8113421,S1009,BSDS3002,Machine Learning Applications,EDU-AI+Low,M,0.78,0.056,0.068,0.113,0.062,Potential Bias,Encouraging,Partially Clear,Yes,Potential annotation bias in reflective scoring model.,0,1,0.38307641684966504
fair_5752453371f4,2025-09-25T04:30:22+08:00,evt_a1eee205db7b,S1657,BSDS3004,AI and Society,EDU-AI+High,Prefer not to say,0.91,0.031,0.027,0.141,0.029,Fair,Encouraging,Clear,No,Equalized odds achieved within acceptable range.,0,0,0.14558854929255058
fair_50f39e399570,2025-10-06T08:00:22+08:00,evt_7861fcc593e9,S1509,BSDS3001,Data Analytics Foundations,EDU-AI+Low,M,0.89,0.142,0.01,0.003,0.076,Potential Bias,Encouraging,Partially Clear,No,Audit required due to high demographic disparity.,1,0,0.7423411587062804
fair_34a1da8dded5,2025-10-06T10:12:22+08:00,evt_057ba454dbf5,S1934,BSDS3001,Data Analytics Foundations,EDU-AI+High,F,0.65,0.145,0.043,0.102,0.094,Fair,Critical,Partially Clear,No,Audit required due to high demographic disparity.,1,0,0.6245813338026369
fair_92c426cb974c,2025-10-07T06:27:22+08:00,evt_cefbe885cee1,S1778,BSDS3003,Blockchain and FinTech Systems,EDU-AI+High,M,0.87,0.149,0.088,0.15,0.118,Potential Bias,Supportive,Clear,Yes,Potential annotation bias in reflective scoring model.,0,1,0.22094768700518166
fair_9e4714627fbb,2025-10-01T08:26:22+08:00,evt_6375ee4fca8b,S1648,BSDS3002,Machine Learning Applications,Control,M,0.93,0.009,0.048,0.093,0.029,Fair,Encouraging,Opaque,No,AI feedback slightly more lenient for high-achieving students.,1,1,0.9266779317484588
fair_f26bb79b6caa,2025-09-26T04:58:22+08:00,evt_10ac25c20c03,S1614,BSDS3001,Data Analytics Foundations,EDU-AI+Low,F,0.67,0.08,0.073,0.036,0.076,Fair,Neutral,Clear,No,Detected mild performance disparity between gender groups.,1,1,0.7854350595323526
fair_f16ce7cbf2a5,2025-09-30T04:54:22+08:00,evt_ae27784dfd77,S1761,BSDS3001,Data Analytics Foundations,EDU-AI,Non-binary,0.7,0.021,0.041,0.063,0.031,Fair,Challenging,Opaque,No,Equalized odds achieved within acceptable range.,0,1,0.09657387817609883
fair_799f2d02237e,2025-10-04T13:25:22+08:00,evt_a88e01a0a8bb,S1178,BSDS3003,Blockchain and FinTech Systems,EDU-AI+High,Prefer not to say,0.86,0.107,0.06,0.092,0.083,Fair,Encouraging,Opaque,No,,1,1,0.7223448281678988
fair_426c79793db6,2025-10-07T03:34:22+08:00,evt_3dcc5c9a6501,S1552,BSDS3004,AI and Society,EDU-AI,Prefer not to say,0.61,0.012,0.085,0.126,0.049,Fair,Supportive,Partially Clear,No,Potential annotation bias in reflective scoring model.,1,0,0.6810280436233908
fair_d71e7c5ed038,2025-10-01T14:31:22+08:00,evt_4423b3f6a33f,S1701,BSDS3001,Data Analytics Foundations,Control,M,0.74,0.113,0.017,0.097,0.065,Fair,Encouraging,Opaque,No,Equalized odds achieved within acceptable range.,0,1,0.30603119663175726
fair_8ef1e0c2b7ad,2025-10-05T13:16:22+08:00,evt_94c585f553e8,S1551,BSDS3003,Blockchain and FinTech Systems,Control,M,0.73,0.003,0.026,0.018,0.014,Fair,Encouraging,Opaque,No,Equalized odds achieved within acceptable range.,0,0,0.24987117017507054
fair_1a2a78aa5dc9,2025-10-06T09:12:22+08:00,evt_61426e04aa69,S1505,BSDS3003,Blockchain and FinTech Systems,EDU-AI+Low,F,0.6,0.051,0.009,0.018,0.03,Fair,Encouraging,Partially Clear,No,AI feedback slightly more lenient for high-achieving students.,1,1,0.674089188825207
fair_76917d5cbc4c,2025-10-06T01:08:22+08:00,evt_8578fea57e13,S1932,BSDS3003,Blockchain and FinTech Systems,EDU-AI+Low,F,0.81,0.016,0.101,0.144,0.059,Fair,Critical,Partially Clear,No,Equalized odds achieved within acceptable range.,1,0,0.7365871480650452
fair_85ac4df74801,2025-10-05T03:45:22+08:00,evt_d05ada7c24da,S1554,BSDS3004,AI and Society,EDU-AI+Low,M,0.96,0.009,0.106,0.07,0.057,Potential Bias,Neutral,Partially Clear,No,Equalized odds achieved within acceptable range.,1,1,0.6594393983277649
fair_92526f15b130,2025-09-29T08:31:22+08:00,evt_d65192bc8d9b,S1633,BSDS3003,Blockchain and FinTech Systems,Control,Prefer not to say,0.62,0.003,0.083,0.108,0.043,Fair,Critical,Opaque,No,AI feedback slightly more lenient for high-achieving students.,0,0,0.25614949746797117
fair_ee3b09a1d968,2025-09-25T07:42:22+08:00,evt_59150d75503e,S1907,BSDS3004,AI and Society,EDU-AI+High,M,0.87,0.047,0.068,0.15,0.058,Fair,Critical,Partially Clear,No,Equalized odds achieved within acceptable range.,1,0,0.862922763006904
fair_987744c514a6,2025-10-03T02:29:22+08:00,evt_eb2c86b0b54b,S1715,BSDS3001,Data Analytics Foundations,Control,F,0.64,0.104,0.045,0.133,0.074,Fair,Neutral,Clear,No,Detected mild performance disparity between gender groups.,0,0,0.20034463671071095
fair_295c7d10ece0,2025-10-08T11:56:22+08:00,evt_6d093d75dab5,S1995,BSDS3002,Machine Learning Applications,EDU-AI,M,0.86,0.116,0.095,0.155,0.106,Potential Bias,Encouraging,Partially Clear,Yes,Potential annotation bias in reflective scoring model.,0,1,0.4503266274493833
fair_a7c5fd2360b3,2025-10-03T02:25:22+08:00,evt_8a43e7da7e4f,S1174,BSDS3001,Data Analytics Foundations,Control,M,0.68,0.037,0.103,0.042,0.07,Fair,Supportive,Clear,No,Potential annotation bias in reflective scoring model.,1,0,0.6832380051338542
fair_e41670339f17,2025-10-08T10:54:22+08:00,evt_974b1e395562,S1299,BSDS3004,AI and Society,EDU-AI+High,M,0.62,0.124,0.103,0.097,0.113,Potential Bias,Encouraging,Partially Clear,No,Equalized odds achieved within acceptable range.,0,0,0.2280992423942782
fair_fcc67f79d2d3,2025-10-08T15:07:22+08:00,evt_10757a9f7ee8,S1440,BSDS3004,AI and Society,EDU-AI,Prefer not to say,0.72,0.023,0.068,0.144,0.045,Fair,Critical,Clear,No,Detected mild performance disparity between gender groups.,0,0,0.34714456144687367
fair_6687b7cbb7b0,2025-09-28T05:51:22+08:00,evt_17655e0bbdf6,S1653,BSDS3001,Data Analytics Foundations,EDU-AI+Low,Non-binary,0.78,0.094,0.016,0.136,0.055,Potential Bias,Supportive,Partially Clear,Yes,AI feedback slightly more lenient for high-achieving students.,1,0,0.7277764833645665
fair_56aebdd00ff9,2025-10-08T05:27:22+08:00,evt_8a40ef225204,S1531,BSDS3003,Blockchain and FinTech Systems,EDU-AI,F,0.71,0.118,0.071,0.142,0.095,Fair,Challenging,Clear,No,AI feedback slightly more lenient for high-achieving students.,1,0,0.7547404412494126
fair_992177880fcd,2025-10-06T03:00:22+08:00,evt_b98e30067461,S1391,BSDS3001,Data Analytics Foundations,Control,Non-binary,0.86,0.006,0.058,0.141,0.032,Fair,Encouraging,Clear,No,Audit required due to high demographic disparity.,0,0,0.301633817893602
fair_12f285487364,2025-10-05T11:18:22+08:00,evt_633aa90d57cb,S1315,BSDS3001,Data Analytics Foundations,EDU-AI,M,0.77,0.107,0.12,0.035,0.113,Fair,Critical,Clear,No,Audit required due to high demographic disparity.,0,1,0.12035256134851623
